"BandNumber","FieldCode","Station","Malaria","IDBirdBandingData","SpeciesName","CP","BP","Fat","BodyMolt","FFMolt","FFWear","RightWing","LeftWing","CycleCode","Age","Sex","Weight","CaptureTime"
245137232,"SMD2016012137","PISP","P",8988,"NORTHERN CARDINAL","S","N","T","N","N","L",90,NA,"FAS","A","M",43.1,12:05:00
245137232,"SMD2016012137","PISP","P",10270,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.6,09:21:00
245137232,"SMD2016012137","PISP","P",8988,"NORTHERN CARDINAL","S","N","T","N","N","L",90,NA,"FAS","A","M",43.1,12:05:00
245137232,"SMD2016012137","PISP","P",10270,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.6,09:21:00
245137232,"SMD2016012189","PISP","P",8988,"NORTHERN CARDINAL","S","N","T","N","N","L",90,NA,"FAS","A","M",43.1,12:05:00
245137232,"SMD2016012189","PISP","P",10270,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.6,09:21:00
245137237,"SMD2016012147","PISP","P",10274,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","F",38.7,08:50:00
245137237,"SMD2016012147","PISP","P",10274,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","F",38.7,08:50:00
245137238,"SMD2016012168","PISP","P",10275,"NORTHERN CARDINAL","N","S","N","N","N","L",NA,89,"FAS","A","F",39.8,07:40:00
245137239,"SMD2016012178","PISP","P",10276,"NORTHERN CARDINAL","S","N","T","N","N","S",93,NA,"FAS","A","M",43.3,08:56:00
245137240,"SMD2016012179","PISP","P",10277,"NORTHERN CARDINAL","N","N","T","N","N","L",89.5,NA,"FAS","A","F",40.3,08:54:00
245137241,"SMD2016012184","PISP","P",10278,"NORTHERN CARDINAL","N","W","N","T","N","L",NA,86,"FAS","A","F",43.3,10:16:00
245137242,"SMD2016012186","PISP","P",10279,"NORTHERN CARDINAL","N","W","T","N","N","L",88,NA,"FCF","S","F",NA,10:15:00
245137243,"SMD2016051412","PISP","P",10281,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",38.8,08:06:00
245137244,"SMD2016051413","PISP","P",10282,"NORTHERN CARDINAL","N","S","T","N","N","L",87,NA,"FAS","A","F",37.4,08:04:00
245137256,"SMD2016072007","PISP","N",10283,"NORTHERN CARDINAL","N","W","T","N","N","L",88,NA,"FCF","S","F",38.6,11:40:00
245137257,"SMD2016072034","PISP","P",10284,"NORTHERN CARDINAL","N","N","L","H","S","H",84,NA,"UPU","U","F",38.6,12:07:00
245137257,"SMD2016072034","PISP","P",11099,"NORTHERN CARDINAL","N","W","T","N","N","S",86,NA,"DCB","O","F",38.2,07:07:00
245137260,"SMD2016092194","WATR","P",10287,"NORTHERN CARDINAL","N","N","T","N","N","N",90,NA,"FAS","U","F",37.8,09:05:00
245137265,"SMD2016092199","PISP","P",10453,"NORTHERN CARDINAL","N","N","L","T","N","L",86.5,NA,"FCF","H","F",41,08:35:00
271050481,"SMD2016051415","PISP","N",9550,"PROTHONOTARY WARBLER","M","N","N","N","N","L",68,NA,"DCA","O","M",12.3,10:20:00
271050481,"SMD2016051415","PISP","N",10676,"PROTHONOTARY WARBLER","M","N","N","N","N","N",69,NA,"DCA","O","M",12.6,12:30:00
271189838,"SMD2015121736","HOME","P",7897,"HERMIT THRUSH","N","N","N","N","N","S",NA,94,"FCF","H","U",30.8,09:23:00
271189838,"SMD2015121736","HOME","P",8487,"HERMIT THRUSH","N","N","T","T","N","L",90,NA,"FCF","S","U",28.8,07:31:00
271189838,"SMD2015121736","HOME","P",8602,"HERMIT THRUSH","N","N","N","N","N","N",93,NA,"FCF","S","U",27.8,08:57:00
271189887,"SMD2015121735","HOME","P",8318,"HOUSE SPARROW","N","N","L","N","N","N",79,NA,"FAJ","A","M",25.5,11:45:00
275051615,"SMD2016051444","HOME","N",7685,"PROTHONOTARY WARBLER","N","V","L","N","N","M",65,NA,"FCA","S","F",14.6,12:00:00
275051615,"SMD2016051444","HOME","N",9117,"PROTHONOTARY WARBLER","N","V","N","N","N","L",65,NA,"DCA","O","F",12.7,11:34:00
275051677,"SMD2016051436","HOME","N",9112,"PROTHONOTARY WARBLER","N","N","L","M","N","N",68,NA,"FPF","H","M",12.2,09:04:00
275051692,"SMD2016051438","HOME","N",9113,"PROTHONOTARY WARBLER","N","W","N","N","N","L",65,NA,"FCF","S","F",13.2,10:30:00
275051709,"SMD2015051601","PISP","N",7357,"WHITE-EYED VIREO","N","W","N","N","N","L",63,NA,"FCF","S","F",10.8,07:10:00
275051709,"SMD2015051601","PISP","P",7357,"WHITE-EYED VIREO","N","W","N","N","N","L",63,NA,"FCF","S","F",10.8,07:10:00
275072213,"SMD2016051449","HOME","N",9228,"PROTHONOTARY WARBLER","N","W","N","N","N","M",67,NA,"DCA","O","F",13.6,07:45:00
275072257,"SMD2016051470","HOME","N",9582,"PROTHONOTARY WARBLER","N","N","L","N","N","L",64,NA,"FCJ","H","F",12.3,11:20:00
275072258,"SMD2016051473","HOME","N",9321,"PROTHONOTARY WARBLER","N","N","N","M","N","N",68,NA,"FPJ","H","F",12.5,07:18:00
275086624,"SMD2016012187","PISP","N",9081,"PROTHONOTARY WARBLER","M","N","N","N","N","S",69.5,NA,"FCA","S","M",13.8,11:42:00
